date,open,high,low,close,volume,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,ema_12,ema_26,macd,macd_signal,rsi,bb_middle,bb_std,bb_upper,bb_lower,bullish,candle_color,candle_streak_count,trend,exchange,pair,timeframe,date_downloaded
2023-08-02,29705.99,30047.5,28927.5,29186.01,48181.65,29668.59,29587.62,29583.03,29353.18,26752.28,26425.63,29467.99,29604.32,-136.33,-68.74,38.2,29668.59,412.04,30492.68,28844.51,True,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-03,29186.0,29433.33,28968.0,29193.64,26476.92,29612.67,29550.1,29664.33,29346.92,26793.9,26453.18,29425.78,29573.9,-148.11,-84.62,39.77,29612.67,395.69,30404.06,28821.29,True,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-04,29193.65,29333.08,28807.54,29113.99,23551.95,29553.9,29508.57,29734.64,29337.79,26833.54,26479.65,29377.81,29539.83,-162.02,-100.1,36.61,29553.9,376.71,30307.32,28800.47,True,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-05,29114.0,29152.23,28978.64,29072.13,11645.52,29495.9,29467.0,29789.19,29327.37,26873.22,26505.45,29330.79,29505.19,-174.4,-114.96,37.45,29495.9,355.51,30206.93,28784.88,True,red,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-06,29072.13,29205.09,28991.88,29088.42,13178.2,29443.43,29430.95,29840.61,29318.0,26915.28,26531.15,29293.5,29474.31,-180.81,-128.13,30.87,29443.43,332.46,30108.34,28778.51,True,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-07,29088.43,29276.78,28701.03,29211.06,30966.88,29411.02,29410.0,29898.04,29313.8,26955.98,26557.82,29280.82,29454.81,-174.0,-137.3,50.95,29411.02,321.2,30053.42,28768.62,True,green,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-08,29211.06,30244.0,29146.45,29770.42,45700.53,29404.08,29444.33,29956.56,29331.71,26991.49,26589.78,29356.14,29478.19,-122.05,-134.25,61.65,29404.08,311.22,30026.51,28781.65,True,green,3,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-09,29770.41,30160.0,29376.67,29581.99,38003.89,29393.18,29457.44,29982.04,29341.53,27025.48,26619.56,29390.89,29485.88,-94.99,-126.4,54.81,29393.18,300.24,29993.67,28792.7,True,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-10,29581.99,29738.0,29320.2,29455.75,23463.45,29370.88,29457.28,29971.27,29346.01,27059.22,26647.78,29400.87,29483.65,-82.78,-117.68,54.88,29370.88,276.07,29923.03,28818.73,True,red,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-11,29455.76,29564.52,29252.45,29426.03,20637.04,29352.49,29454.3,29962.1,29349.14,27091.77,26675.42,29404.74,29479.38,-74.64,-109.07,52.41,29352.49,258.07,29868.62,28836.35,True,red,3,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-12,29426.02,29481.35,29381.56,29430.17,8971.48,29319.81,29452.0,29936.93,29352.32,27125.76,26702.83,29408.65,29475.74,-67.09,-100.67,51.69,29319.81,194.03,29707.87,28931.75,True,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-13,29430.18,29474.65,29272.32,29303.84,11101.71,29326.17,29437.89,29912.46,29350.42,27156.97,26728.71,29392.52,29463.0,-70.48,-94.63,50.49,29326.17,191.15,29708.47,28943.88,True,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-14,29303.85,29695.32,29102.45,29430.93,31443.12,29336.27,29437.23,29891.82,29353.58,27189.08,26755.6,29398.43,29460.63,-62.19,-88.15,54.1,29336.27,191.08,29718.42,28954.12,True,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-15,29430.92,29499.26,29059.6,29200.0,27503.88,29328.68,29414.64,29870.46,29347.55,27219.71,26779.92,29367.91,29441.32,-73.42,-85.2,38.4,29328.68,193.43,29715.53,28941.83,True,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-16,29200.01,29259.85,28723.08,28730.51,32996.7,29304.06,29349.48,29831.23,29323.36,27248.25,26799.33,29269.84,29388.67,-118.82,-91.92,39.31,29304.06,234.56,29773.18,28834.95,True,red,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-17,28730.51,28783.48,25166.0,26623.41,100271.54,29169.53,29089.86,29762.15,29217.48,27262.65,26797.58,28862.7,29183.83,-321.13,-137.77,19.61,29169.53,643.56,30456.64,27882.41,False,red,3,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-18,26623.41,26832.6,25619.0,26054.0,69790.66,29004.58,28800.73,29674.28,29093.42,27278.79,26790.18,28430.59,28951.99,-521.4,-214.49,17.58,29004.58,945.85,30896.27,27112.89,False,red,4,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-19,26054.0,26281.0,25801.09,26100.01,26160.75,28845.53,28543.52,29586.84,28976.03,27293.67,26783.31,28072.04,28740.74,-668.7,-305.33,18.54,28845.53,1143.68,31132.88,26558.17,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-20,26100.01,26299.0,25971.05,26189.99,19056.91,28693.41,28319.37,29498.92,28866.77,27305.95,26777.41,27782.5,28551.79,-769.3,-398.13,19.79,28693.41,1283.33,31260.06,26126.76,False,green,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-21,26190.0,26258.42,25812.0,26126.92,30267.24,28514.46,28110.57,29409.12,28759.33,27319.14,26770.94,27527.79,28372.17,-844.38,-487.38,17.45,28514.46,1380.55,31275.57,25753.35,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-22,26126.92,26139.42,25300.0,26056.0,34247.07,28357.96,27914.89,29307.12,28653.32,27332.26,26763.82,27301.36,28200.6,-899.24,-569.75,6.29,28357.96,1474.62,31307.21,25408.71,False,red,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-23,26055.99,26819.27,25812.82,26432.72,44023.7,28219.91,27773.73,29220.44,28566.23,27347.79,26760.53,27167.72,28069.65,-901.92,-636.19,14.51,28219.91,1520.78,31261.48,25178.35,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-24,26432.71,26577.87,25864.0,26180.05,30205.22,28073.22,27621.95,29133.94,28472.66,27364.03,26754.75,27015.77,27929.68,-913.9,-691.73,14.11,28073.22,1570.69,31214.59,24931.84,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-25,26180.05,26314.05,25777.15,26060.01,27753.34,27922.61,27473.2,29057.24,28378.04,27380.52,26747.84,26868.73,27791.19,-922.45,-737.87,13.84,27922.61,1613.69,31149.98,24695.24,False,red,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-26,26060.0,26125.77,25985.92,26017.37,10022.22,27769.06,27334.55,28970.69,28285.47,27394.4,26740.57,26737.75,27659.79,-922.04,-774.71,13.63,27769.06,1642.77,31054.59,24483.53,False,red,3,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-27,26017.38,26182.23,25966.11,26101.77,12099.64,27613.59,27217.14,28887.03,28199.83,27410.09,26734.22,26639.91,27544.38,-904.47,-800.66,15.57,27613.59,1646.24,30906.08,24321.11,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-28,26101.78,26253.99,25864.5,26120.0,22692.63,27431.07,27112.65,28806.22,28118.27,27431.71,26728.1,26559.92,27438.87,-878.95,-816.32,13.55,27431.07,1596.13,30623.32,24238.82,False,green,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-29,26120.0,28142.85,25922.0,27716.34,74251.99,27337.79,27170.14,28752.31,28102.51,27462.17,26737.94,26737.83,27459.43,-721.59,-797.37,37.44,27337.79,1516.33,30370.44,24305.14,True,green,3,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-30,27716.34,27768.57,27017.24,27299.99,35448.26,27230.0,27182.51,28685.87,28071.04,27489.36,26743.53,26824.32,27447.62,-623.3,-762.56,37.78,27230.0,1432.13,30094.26,24365.74,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-08-31,27299.99,27587.51,25655.01,25940.78,51032.8,27055.74,27064.25,28597.09,27987.5,27510.14,26735.54,26688.39,27336.0,-647.61,-739.57,43.32,27055.74,1361.14,29778.01,24333.47,False,red,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-01,25940.77,26156.0,25333.75,25805.05,41032.15,26874.48,26944.33,28484.1,27901.91,27530.3,26726.28,26552.49,27222.59,-670.1,-725.67,47.34,26874.48,1266.37,29407.23,24341.74,False,red,3,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-02,25805.04,25987.5,25752.47,25869.51,16250.78,26702.77,26841.96,28395.25,27822.21,27548.65,26717.76,26447.42,27122.37,-674.95,-715.53,47.54,26702.77,1146.82,28996.41,24409.12,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-03,25869.52,26135.0,25800.0,25971.21,17474.48,26529.78,26759.03,28308.89,27749.62,27556.88,26710.33,26374.16,27037.1,-662.94,-705.01,47.67,26529.78,959.24,28448.26,24611.3,False,green,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-04,25971.21,26108.02,25631.21,25826.02,21777.6,26361.08,26670.18,28220.77,27674.19,27568.42,26701.53,26289.83,26947.39,-657.56,-695.52,46.86,26361.08,735.52,27832.12,24890.05,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-05,25826.03,25915.49,25562.62,25792.1,21323.39,26214.16,26586.55,28133.85,27600.38,27574.53,26692.48,26213.25,26861.81,-648.56,-686.13,47.22,26214.16,489.71,27193.59,25234.74,False,red,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-06,25792.11,26040.0,25372.51,25759.95,27262.52,26170.99,26507.83,28051.87,27528.21,27580.17,26683.2,26143.51,26780.19,-636.68,-676.24,42.36,26170.99,489.8,27150.58,25191.4,False,red,3,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-07,25759.95,26443.14,25615.38,26255.0,27687.5,26181.04,26483.75,27978.78,27478.28,27590.09,26678.94,26160.67,26741.29,-580.62,-657.11,50.81,26181.04,489.33,27159.7,25202.38,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-08,26255.0,26445.5,25647.26,25910.5,28999.76,26171.56,26429.15,27900.99,27416.79,27595.43,26671.3,26122.18,26679.75,-557.57,-637.2,48.46,26171.56,492.81,27157.18,25185.95,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-09,25910.5,25945.09,25796.64,25901.61,10980.62,26157.14,26378.91,27820.99,27357.38,27602.68,26663.64,26088.25,26622.11,-533.86,-616.54,48.8,26157.14,496.44,27150.03,25164.26,False,red,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-10,25901.6,26033.66,25570.57,25841.61,18738.27,26142.88,26327.74,27741.94,27297.93,27610.98,26655.46,26050.3,26564.29,-513.99,-596.03,47.3,26142.88,501.43,27145.74,25140.01,False,red,3,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-11,25841.6,25900.69,24901.0,25162.52,41682.32,26098.21,26216.77,27643.52,27214.19,27617.09,26640.6,25913.72,26460.46,-546.74,-586.17,41.25,26098.21,547.28,27192.78,25003.64,False,red,4,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-12,25162.53,26567.0,25131.48,25840.1,56434.39,26068.57,26180.89,27576.79,27160.31,27630.36,26632.64,25902.39,26414.51,-512.11,-571.36,29.4,26068.57,544.25,27157.08,24980.06,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-13,25840.1,26405.22,25764.17,26222.0,31610.83,26070.67,26184.81,27516.65,27123.51,27645.69,26628.55,25951.56,26400.25,-448.68,-546.82,38.07,26070.67,544.79,27160.25,24981.1,False,green,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-14,26222.0,26860.49,26126.77,26522.73,38333.17,26093.81,26216.99,27460.07,27099.95,27660.53,26627.5,26039.44,26409.32,-369.88,-511.43,58.41,26093.81,554.06,27201.92,24985.69,False,green,3,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-15,26522.73,26888.0,26224.0,26600.0,26227.29,26122.94,26253.47,27407.61,27080.34,27676.06,26627.23,26125.68,26423.44,-297.77,-468.7,61.68,26122.94,565.04,27253.01,24992.87,False,green,4,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-16,26599.99,26777.0,26445.0,26559.67,13960.93,26145.83,26282.63,27352.52,27059.93,27693.16,26626.55,26192.44,26433.53,-241.09,-423.18,60.21,26145.83,573.35,27292.53,24999.14,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-17,26559.67,26623.25,26399.0,26527.51,12998.1,26166.21,26305.95,27296.01,27039.05,27707.65,26625.57,26243.99,26440.5,-196.5,-377.84,58.41,26166.21,579.59,27325.39,25007.03,False,red,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-18,26527.5,27409.0,26377.35,26762.51,43000.43,26118.52,26349.43,27245.64,27028.2,27724.13,26626.93,26323.76,26464.35,-140.58,-330.39,63.78,26118.52,475.16,27068.83,25168.2,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-19,26762.5,27483.57,26667.79,27210.26,36190.52,26114.03,26431.42,27205.2,27035.34,27748.41,26632.73,26460.15,26519.6,-59.45,-276.2,68.6,26114.03,463.7,27041.43,25186.63,False,green,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-20,27210.25,27388.63,26800.0,27125.0,34207.22,26173.24,26497.47,27153.58,27038.86,27772.31,26637.63,26562.43,26564.45,-2.01,-221.37,67.66,26173.24,513.36,27199.97,25146.52,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-21,27125.01,27159.6,26377.7,26568.08,34476.83,26211.39,26504.2,27101.22,27020.4,27792.99,26636.94,26563.3,26564.71,-1.41,-177.37,53.99,26211.39,512.91,27237.22,25185.57,False,red,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-22,26568.08,26743.38,26468.77,26580.14,18198.23,26246.93,26511.43,27048.95,27003.13,27813.85,26636.38,26565.89,26565.86,0.04,-141.89,59.31,26246.93,512.6,27272.12,25221.74,False,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-23,26580.14,26632.81,26509.0,26575.96,9440.7,26277.16,26517.58,26998.19,26986.38,27835.74,26635.77,26567.44,26566.61,0.84,-113.35,59.39,26277.16,513.31,27303.79,25250.54,False,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-24,26575.97,26738.54,26122.08,26248.38,15706.66,26298.28,26491.94,26941.72,26957.44,27858.45,26631.92,26518.36,26543.03,-24.68,-95.61,55.27,26298.28,502.34,27302.97,25293.59,False,red,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-25,26248.39,26446.15,25990.46,26304.81,26266.2,26323.92,26474.12,26886.05,26931.84,27888.16,26628.66,26485.5,26525.39,-39.89,-84.47,67.65,26323.92,488.03,27299.98,25347.85,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-26,26304.8,26397.46,26088.34,26221.67,18495.35,26347.0,26450.07,26826.26,26903.99,27918.52,26624.62,26444.91,26502.89,-57.98,-79.17,57.22,26347.0,470.56,27288.12,25405.89,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-27,26221.68,26850.0,26112.06,26372.99,34771.58,26352.9,26442.73,26758.31,26883.17,27948.1,26622.11,26433.85,26493.27,-59.42,-75.22,53.13,26352.9,470.08,27293.07,25412.74,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-28,26373.0,27308.48,26342.4,27021.39,44517.83,26408.45,26497.84,26707.1,26888.59,27973.23,26626.08,26524.24,26532.39,-8.15,-61.81,59.04,26408.45,480.57,27369.59,25447.3,False,green,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-29,27021.39,27244.89,26665.16,26906.96,28478.76,26458.71,26536.81,26656.12,26889.31,27987.19,26628.88,26583.12,26560.13,22.99,-44.85,55.49,26458.71,477.34,27413.39,25504.04,False,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-09-30,26906.96,27094.99,26886.31,26962.56,12804.62,26514.76,26577.35,26606.85,26892.18,27998.65,26632.2,26641.49,26589.94,51.55,-25.57,57.17,26514.76,466.76,27448.27,25581.25,False,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-01,26962.57,28065.51,26954.09,27992.57,24602.81,26656.26,26712.14,26578.1,26935.34,28017.19,26645.74,26849.35,26693.84,155.51,10.65,69.24,26656.26,464.21,27584.68,25727.85,False,green,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-02,27992.58,28580.0,27281.44,27494.51,57071.14,26738.99,26786.65,26541.91,26957.26,28029.67,26654.18,26948.61,26753.15,195.46,47.61,58.99,26738.99,458.48,27655.95,25822.02,False,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-03,27494.51,27676.52,27160.5,27426.46,28928.97,26799.21,26847.58,26501.82,26975.66,28029.82,26661.87,27022.12,26803.02,219.1,81.91,52.93,26799.21,466.04,27731.3,25867.12,False,red,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-04,27426.45,27839.72,27202.0,27778.57,29816.14,26862.0,26936.25,26473.4,27007.15,28034.18,26672.98,27138.5,26875.29,263.21,118.17,58.26,26862.0,509.42,27880.83,25843.17,False,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-05,27778.57,28120.39,27352.0,27410.39,30681.5,26902.52,26981.4,26446.99,27022.96,28031.37,26680.31,27180.33,26914.92,265.4,147.62,61.17,26902.52,519.61,27941.73,25863.3,False,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-06,27410.39,28295.0,27175.94,27931.09,37983.24,26971.09,27071.85,26473.15,27058.58,28032.44,26692.76,27295.83,26990.2,305.63,179.22,65.79,26971.09,560.84,28092.76,25849.42,False,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-07,27931.1,28029.67,27842.08,27956.67,13348.84,27042.55,27156.12,26511.2,27093.8,28031.69,26705.34,27397.5,27061.79,335.71,210.52,66.06,27042.55,591.55,28225.65,25859.45,False,green,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-08,27956.67,28095.14,27687.5,27917.05,19693.57,27100.28,27228.59,26547.54,27126.08,28035.02,26717.39,27477.43,27125.14,352.29,238.87,70.8,27100.28,618.5,28337.28,25863.27,False,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-09,27917.06,27987.93,27260.0,27590.12,31534.75,27119.27,27263.02,26575.54,27144.28,28031.5,26726.08,27494.77,27159.58,335.18,258.13,65.01,27119.27,627.82,28374.91,25863.63,False,red,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-10,27590.12,27735.0,27298.0,27390.12,22776.84,27132.52,27275.13,26600.81,27153.92,28031.18,26732.68,27478.67,27176.66,302.01,266.91,63.28,27132.52,630.74,28394.0,25871.04,False,red,3,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-11,27390.12,27477.39,26538.66,26875.52,37349.45,27147.9,27237.07,26617.2,27143.0,28028.24,26734.11,27385.88,27154.35,231.52,259.83,55.28,27147.9,619.91,28387.72,25908.07,False,red,4,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-12,26875.52,26947.04,26555.0,26759.63,23428.64,27156.87,27191.6,26623.74,27127.97,28022.2,26734.36,27289.53,27125.11,164.42,240.75,46.91,27156.87,612.52,28381.9,25931.84,False,red,5,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-13,26759.63,27130.0,26685.0,26862.0,24115.76,27171.17,27160.21,26637.38,27117.54,28020.88,26735.63,27223.76,27105.62,118.13,216.22,49.47,27171.17,601.48,28374.13,25968.22,False,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-14,26862.0,26989.58,26789.0,26852.48,10417.26,27201.38,27130.9,26653.22,27107.14,28018.84,26736.79,27166.64,27086.87,79.76,188.93,48.68,27201.38,566.87,28335.12,26067.64,False,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-15,26852.48,27293.33,26808.25,27154.15,15274.69,27243.84,27133.11,26675.96,27108.99,28012.87,26740.94,27164.72,27091.86,72.86,165.72,37.83,27243.84,526.55,28296.95,26190.74,False,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-16,27154.14,30000.0,27112.66,28500.78,78399.22,27357.8,27263.37,26723.94,27163.57,28015.23,26758.46,27370.26,27196.22,174.04,167.38,61.72,27357.8,540.14,28438.07,26277.53,True,green,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-17,28500.77,28613.65,28069.32,28395.91,38428.45,27458.95,27371.23,26769.46,27211.89,28014.88,26774.75,27528.06,27285.09,242.97,182.5,61.2,27458.95,535.4,28529.74,26388.15,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-18,28395.91,28982.36,28142.87,28320.0,32162.48,27523.88,27461.59,26781.53,27255.35,28014.22,26790.12,27649.89,27361.75,288.15,203.63,56.68,27523.88,557.82,28639.51,26408.24,True,red,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-19,28320.0,28916.89,28100.66,28713.71,35895.5,27614.21,27580.84,26809.81,27312.54,28016.93,26809.26,27813.56,27461.89,351.66,233.24,65.98,27614.21,597.54,28809.28,26419.14,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-20,28713.71,30207.55,28578.29,29669.04,59422.1,27749.54,27779.71,26884.37,27404.95,28026.27,26837.72,28099.02,27625.38,473.63,281.32,69.26,27749.54,733.25,29216.03,26283.05,True,green,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-21,29669.05,30379.99,29464.77,29909.8,27517.52,27845.4,27982.58,26966.47,27503.18,28034.99,26868.29,28377.6,27794.6,583.0,341.65,70.66,27845.4,877.77,29600.94,26089.86,True,green,3,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-22,29909.8,30248.0,29640.0,29992.46,22852.55,27970.3,28174.0,27048.93,27600.8,28044.11,26899.37,28626.04,27957.41,668.63,407.05,71.75,27970.3,995.09,29960.48,25980.11,True,green,4,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-23,29992.46,34741.91,29883.6,33069.99,93513.64,28252.47,28640.28,27190.9,27815.28,28069.29,26960.77,29309.72,28336.12,973.61,520.36,86.43,28252.47,1503.2,31258.87,25246.07,True,green,5,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-24,33069.99,35280.0,32832.34,33922.73,115265.02,28559.68,29143.37,27352.84,28054.79,28099.37,27030.05,30019.42,28749.94,1269.48,670.18,89.96,28559.68,1959.76,32479.2,24640.17,True,green,6,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-25,33922.73,35132.85,33679.05,34496.05,54887.03,28913.96,29653.15,27526.91,28307.38,28132.16,27104.34,30708.13,29175.58,1532.55,842.66,96.28,28913.96,2343.88,33601.72,24226.21,True,green,7,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-26,34496.05,34824.13,33751.0,34151.66,39744.66,29224.99,30081.58,27694.75,28536.57,28161.3,27174.46,31237.9,29544.18,1693.73,1012.87,93.68,29224.99,2604.79,34434.58,24015.4,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-27,34151.66,34245.0,33390.95,33892.02,32330.4,29521.76,30444.48,27847.49,28746.59,28182.57,27241.3,31646.23,29866.24,1779.99,1166.3,90.78,29521.76,2784.59,35090.95,23952.57,True,red,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-28,33892.01,34493.33,33860.0,34081.0,16880.13,29829.96,30790.81,28010.9,28955.78,28201.97,27309.36,32020.81,30178.44,1842.37,1301.51,91.08,29829.96,2934.7,35699.36,23960.55,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-29,34081.01,34750.11,33930.0,34525.89,20685.52,30176.75,31146.54,28183.38,29174.22,28225.16,27381.16,32406.21,30500.48,1905.73,1422.35,91.22,30176.75,3063.08,36302.91,24050.59,True,green,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-30,34525.88,34856.0,34062.84,34474.73,33657.96,30530.98,31463.51,28356.05,29382.08,28245.67,27451.75,32724.44,30794.86,1929.58,1523.8,89.07,30530.98,3132.72,36796.41,24265.54,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-10-31,34474.74,34720.49,34025.0,34639.77,32737.9,30919.19,31766.01,28545.59,29588.26,28266.53,27523.27,33019.11,31079.67,1939.43,1606.93,90.51,30919.19,3136.96,37193.12,24645.26,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-11-01,34639.78,35582.0,34097.39,35421.43,53473.28,31352.28,32114.14,28737.22,29817.02,28292.16,27601.86,33388.69,31401.28,1987.41,1683.02,92.21,31352.28,3130.39,37613.05,25091.51,True,green,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-11-02,35421.43,35984.99,34300.0,34941.59,48015.58,31756.26,32383.42,28911.61,30017.98,28315.35,27674.89,33627.6,31663.53,1964.07,1739.23,86.64,31756.26,3040.46,37837.18,25675.34,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-11-03,34941.58,34946.5,34120.0,34716.78,39071.21,32149.47,32605.65,29075.49,30202.25,28341.78,27744.96,33795.17,31889.7,1905.47,1772.48,82.49,32149.47,2877.03,37903.54,26395.41,True,red,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2023-11-04,34716.78,35255.0,34585.18,35062.07,18377.56,32544.87,32839.59,29244.73,30392.83,28365.19,27817.76,33990.08,32124.69,1865.39,1791.06,82.73,32544.87,2691.82,37928.51,27161.23,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
