date,open,high,low,close,volume,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,ema_12,ema_26,macd,macd_signal,rsi,bb_middle,bb_std,bb_upper,bb_lower,bullish,candle_color,candle_streak_count,trend,exchange,pair,timeframe,date_downloaded
2024-05-28,69436.43,69591.81,67277.91,68398.39,32622.97,66263.54,67032.72,64984.19,65451.22,53658.74,55122.68,67999.82,66555.42,1444.4,1230.62,66.35,66263.54,3362.71,72988.97,59538.11,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-05-29,68398.4,68935.68,67124.65,67652.42,23159.83,66492.46,67091.74,64954.31,65537.54,53811.36,55247.35,67946.37,66636.68,1309.7,1246.43,54.26,66492.46,3289.19,73070.84,59914.07,True,red,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-05-30,67652.41,69500.0,67128.0,68352.17,28478.22,66870.07,67211.78,64908.74,65647.92,53967.8,55377.75,68008.8,66763.75,1245.05,1246.16,59.33,66870.07,3024.11,72918.29,60821.85,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-05-31,68352.17,69044.1,66670.0,67540.01,26690.32,67205.77,67243.04,64859.41,65722.12,54123.18,55498.77,67936.68,66821.25,1115.43,1220.01,51.64,67205.77,2669.75,72545.26,61866.27,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-01,67540.01,67900.0,67428.44,67766.85,8837.66,67519.91,67292.93,64872.42,65802.3,54284.26,55620.84,67910.55,66891.3,1019.26,1179.86,52.69,67519.91,2305.9,72131.7,62908.12,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-02,67766.84,68460.0,67257.47,67765.63,15426.33,67761.19,67337.95,64949.24,65879.29,54433.8,55741.68,67888.26,66956.06,932.2,1130.33,54.9,67761.19,2038.41,71838.01,63684.37,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-03,67765.62,70288.0,67612.48,68809.9,29633.37,68122.81,67478.13,65012.2,65994.22,54597.03,55871.71,68030.05,67093.38,936.67,1091.6,38.1,68122.81,1436.25,70995.31,65250.31,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-04,68809.89,71063.45,68567.32,70537.84,29619.78,68339.38,67769.54,65154.56,66172.4,54766.65,56017.65,68415.86,67348.53,1067.34,1086.74,51.69,68339.38,1458.47,71256.32,65422.44,True,green,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-05,70537.83,71758.0,70383.66,71108.0,28703.18,68633.02,68087.48,65300.85,66365.95,54939.35,56167.8,68830.04,67627.01,1203.03,1110.0,58.75,68633.02,1390.2,71413.42,65852.61,True,green,3,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-06,71108.0,71700.0,70117.64,70799.06,21842.0,68821.77,68345.73,65491.28,66539.8,55106.54,56313.38,69132.96,67861.97,1270.99,1142.2,63.86,68821.77,1416.27,71654.31,65989.22,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-07,70799.06,71997.02,68420.0,69355.6,35598.45,68943.79,68441.91,65609.0,66650.22,55266.08,56443.16,69167.22,67972.61,1194.6,1152.68,53.64,68943.79,1346.79,71637.37,66250.21,True,red,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-08,69355.6,69582.2,69168.02,69310.46,9773.83,69095.61,68524.63,65718.84,66754.55,55433.92,56571.19,69189.25,68071.71,1117.54,1145.65,50.1,69095.61,1192.27,71480.15,66711.07,True,red,3,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-09,69310.46,69857.14,69130.24,69648.14,9890.57,69005.69,68631.63,65813.0,66868.02,55595.12,56701.31,69259.85,68188.49,1071.37,1130.79,55.74,69005.69,1066.84,71139.38,66872.0,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-10,69648.15,70195.94,69172.29,69540.0,17122.67,68975.27,68718.14,65904.97,66972.81,55756.35,56829.06,69302.95,68288.6,1014.35,1107.51,50.57,68975.27,1040.91,71057.09,66893.45,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-11,69540.0,69590.01,66051.0,67314.24,41436.02,68882.65,68584.44,65914.87,66986.2,55904.35,56933.39,68997.0,68216.42,780.57,1042.12,44.74,68882.65,1103.52,71089.68,66675.62,True,red,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-12,67314.23,69999.0,66905.0,68263.99,37175.32,68897.37,68553.92,65951.87,67036.3,56056.77,57046.13,68884.23,68219.95,664.28,966.55,52.91,68897.37,1092.61,71082.58,66712.15,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-13,68263.98,68449.3,66251.78,66773.01,29079.56,68808.52,68384.31,66001.54,67025.98,56203.4,57142.91,68559.42,68112.77,446.66,862.57,43.01,68808.52,1190.23,71188.98,66428.06,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-14,66773.01,67370.24,65078.0,66043.99,28408.19,68646.19,68161.42,66032.45,66987.47,56347.4,57231.48,68172.43,67959.52,212.91,732.64,43.33,68646.19,1333.76,71313.72,65978.66,True,red,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-15,66043.99,66478.48,65857.1,66228.25,11451.8,68532.22,67977.31,66081.62,66957.7,56489.45,57321.0,67873.33,67831.28,42.05,594.52,43.11,68532.22,1439.43,71411.07,65653.37,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-16,66228.25,66998.7,66034.5,66676.87,9392.52,68394.24,67853.46,66145.91,66946.68,56633.56,57414.1,67689.26,67745.77,-56.51,464.32,45.31,68394.24,1479.88,71354.01,65434.48,True,green,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-17,66676.86,67298.81,65130.0,66504.33,27386.17,68299.54,67724.97,66213.63,66929.34,56777.46,57504.55,67506.96,67653.81,-146.85,342.08,39.27,68299.54,1539.03,71377.59,65221.49,True,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-18,66504.33,66588.23,64060.0,65175.32,42350.1,68175.68,67482.14,66239.82,66860.55,56909.93,57580.87,67148.25,67470.22,-321.97,209.27,24.08,68175.68,1686.46,71548.6,64802.77,True,red,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-19,65175.32,65727.54,64666.0,64974.37,20060.8,68006.79,67243.31,66325.86,66786.58,57037.55,57654.44,66813.8,67285.34,-471.54,73.11,19.25,68006.79,1830.81,71668.41,64345.18,True,red,3,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-20,64974.37,66482.94,64559.15,64869.99,24265.29,67873.29,67017.28,66455.96,66711.42,57162.04,57726.24,66514.76,67106.43,-591.67,-59.85,19.66,67873.29,1959.46,71792.22,63954.36,True,red,4,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-21,64869.99,65066.66,63379.35,64143.56,25993.56,67692.13,66743.59,66557.62,66610.72,57272.8,57790.09,66149.96,66886.95,-737.0,-195.28,21.21,67692.13,2129.91,71951.94,63432.31,True,red,5,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-22,64143.56,64546.81,63943.82,64262.01,7308.96,67516.95,66507.25,66585.22,66518.62,57373.74,57854.49,65859.5,66692.51,-833.01,-322.82,22.34,67516.95,2263.44,72043.83,62990.06,True,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-23,64262.01,64521.0,63178.32,63210.01,8224.45,67236.95,66193.23,66571.58,66388.87,57470.98,57907.78,65451.89,66434.55,-982.66,-454.79,17.29,67236.95,2434.95,72106.84,62367.06,True,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-24,63210.01,63369.8,58402.0,60293.3,52161.35,66724.73,65631.33,66497.21,66149.83,57556.08,57931.51,64658.26,65979.64,-1321.38,-628.11,13.45,66724.73,2759.87,72244.47,61204.98,True,red,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-25,60293.3,62420.0,60257.06,61806.01,31189.24,66259.63,65267.01,66470.02,65979.48,57644.26,57970.06,64219.45,65670.49,-1451.03,-792.69,26.93,66259.63,2766.11,71791.84,60727.41,True,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-26,61806.01,62487.81,60712.0,60864.99,22485.66,65762.92,64847.77,66441.08,65778.91,57730.01,57998.87,63703.38,65314.52,-1611.14,-956.38,18.98,65762.92,2799.78,71362.49,60163.36,True,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-27,60864.98,62389.22,60606.63,61706.47,18344.29,65380.47,64548.6,66451.35,65619.21,57819.6,58035.76,63396.16,65047.26,-1651.1,-1095.33,27.54,65380.47,2805.62,70991.71,59769.22,True,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-28,61706.46,62225.31,60063.0,60427.84,24821.19,64936.33,64156.15,66398.43,65415.62,57915.47,58059.56,62939.5,64705.08,-1765.58,-1229.38,26.26,64936.33,2853.41,70643.16,59229.51,True,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-29,60427.84,61224.0,60383.77,60986.68,11509.56,64503.26,63854.29,66402.16,65241.94,58012.94,58088.69,62639.07,64429.64,-1790.58,-1341.62,28.52,64503.26,2756.29,70015.83,58990.69,True,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-06-30,60986.68,63058.76,60712.21,62772.01,17326.3,64164.86,63751.22,66441.08,65145.08,58112.46,58135.29,62659.52,64306.86,-1647.34,-1402.76,35.58,64164.86,2509.8,69184.47,59145.25,True,green,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-01,62772.01,63861.76,62497.2,62899.99,24547.11,63944.15,63670.15,66469.4,65057.04,58211.84,58182.7,62696.51,64202.64,-1506.13,-1423.44,36.64,63944.15,2410.4,68764.94,59123.35,True,green,3,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-02,62900.0,63288.83,61806.28,62135.47,18573.12,63637.72,63523.99,66453.31,64942.47,58312.82,58222.03,62610.2,64049.52,-1439.32,-1426.61,38.24,63637.72,2213.86,68065.45,59210.0,True,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-03,62135.46,62285.94,59400.0,60208.58,32160.11,63309.5,63208.24,66425.93,64756.82,58402.47,58241.8,62240.72,63765.01,-1524.29,-1446.15,33.74,63309.5,2211.18,67731.86,58887.14,True,red,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-04,60208.57,60498.19,56771.0,57050.01,54568.77,62859.8,62621.74,66242.8,64454.6,58480.85,58229.94,61442.15,63267.6,-1825.45,-1522.01,27.92,62859.8,2518.94,67897.69,57821.92,False,red,3,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-05,57050.02,57546.0,53485.93,56628.79,81348.25,62379.83,62050.98,66070.67,64147.7,58550.7,58214.01,60701.63,62775.83,-2074.2,-1632.45,28.41,62379.83,2747.51,67874.86,56884.8,False,red,4,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-06,56628.79,58475.0,56018.0,58230.13,21651.32,61957.49,61687.09,65894.8,63915.64,58630.48,58214.17,60321.4,62439.12,-2117.71,-1729.5,34.03,61957.49,2701.03,67359.56,56555.43,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-07,58230.13,58449.46,55724.37,55857.81,19118.94,61425.17,61131.92,65673.65,63599.65,58691.42,58190.72,59634.69,61951.61,-2316.92,-1846.98,31.81,61425.17,2804.89,67034.95,55815.38,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-08,55857.81,58236.73,54260.16,56714.62,48090.2,61002.13,60711.23,65482.46,63329.65,58755.68,58176.03,59185.45,61563.69,-2378.23,-1953.23,40.14,61002.13,2847.23,66696.59,55307.68,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-09,56714.61,58296.0,56289.45,58050.0,27732.21,60655.91,60457.78,65214.53,63122.6,58826.09,58174.78,59010.77,61303.41,-2292.65,-2021.12,39.55,60655.91,2758.4,66172.71,55139.12,False,green,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-10,58050.0,59470.0,57157.79,57725.85,24951.74,60298.71,60197.59,64966.08,62910.96,58896.21,58170.31,58813.09,61038.41,-2225.32,-2061.96,40.96,60298.71,2644.17,65587.05,55010.36,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-11,57725.85,59650.0,57050.0,57339.89,29761.06,59958.52,59925.43,64729.54,62692.49,58967.95,58162.05,58586.44,60764.44,-2178.0,-2085.17,37.08,59958.52,2559.8,65078.12,54838.93,False,red,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-12,57339.89,58526.68,56542.47,57889.1,23652.46,59639.88,59731.49,64527.93,62504.12,59039.51,58159.33,58479.16,60551.46,-2072.3,-2082.59,42.15,59639.88,2386.7,64413.28,54866.48,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-13,57889.09,59850.0,57756.63,59204.02,15357.75,59439.58,59681.26,64341.01,62374.71,59122.99,58169.73,58590.68,60451.65,-1860.97,-2038.27,44.73,59439.58,2234.56,63908.7,54970.45,True,green,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-14,59204.01,61420.69,59194.01,60797.91,21178.34,59464.81,59787.61,64171.16,62312.87,59209.83,58195.88,58930.25,60477.29,-1547.04,-1940.02,44.1,59464.81,2247.52,63959.85,54969.77,True,green,3,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-15,60797.91,64900.0,60632.3,64724.14,38690.98,59610.72,60257.75,64095.49,62407.43,59320.64,58260.84,59821.62,60791.88,-970.26,-1746.07,54.44,59610.72,2489.23,64589.18,54632.25,True,green,4,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-16,64724.06,65388.97,62373.24,65043.99,42530.53,59819.66,60713.58,64007.64,62510.82,59435.52,58328.33,60625.06,61106.85,-481.79,-1493.21,57.24,59819.66,2760.66,65340.98,54298.35,True,green,5,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-17,65044.0,66128.63,63854.0,64087.99,29567.53,59938.74,61034.96,63921.43,62572.67,59545.26,58385.64,61157.82,61327.67,-169.85,-1228.54,60.15,59938.74,2894.44,65727.63,54149.85,True,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-18,64087.99,65133.3,63238.48,63987.92,22568.72,60116.74,61316.19,63848.14,62628.17,59653.78,58441.38,61593.22,61524.73,68.49,-969.14,71.6,60116.74,3032.29,66181.33,54052.16,True,red,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-19,63987.92,67386.0,63300.67,66660.0,35634.73,60400.41,61825.13,63814.3,62786.29,59766.18,58523.16,62372.72,61905.12,467.6,-681.79,77.4,60400.41,3365.06,67130.54,53670.29,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-20,66660.01,67598.0,66222.46,67139.96,14386.92,60618.81,62331.3,63806.3,62957.02,59877.15,58608.9,63106.14,62292.88,813.26,-382.78,75.92,60618.81,3656.23,67931.27,53306.35,True,green,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-21,67139.97,68366.66,65777.0,68165.34,21819.11,60882.08,62886.92,63814.27,63161.27,60003.75,58703.99,63884.48,62727.88,1156.6,-74.9,88.85,60882.08,4002.32,68886.71,52877.44,True,green,3,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-22,68165.35,68474.55,66559.97,67532.01,21451.04,61151.9,63329.31,63809.6,63332.67,60120.65,58791.83,64445.64,63083.74,1361.9,212.46,84.63,61151.9,4264.58,69681.07,52622.73,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-23,67532.0,67750.98,65441.08,65936.01,31406.15,61438.27,63577.57,63752.12,63434.76,60229.61,58862.92,64674.93,63295.02,1379.91,445.95,74.83,61438.27,4388.41,70215.09,52661.46,True,red,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-24,65936.0,67102.01,65111.0,65376.0,23082.56,61854.57,63748.85,63648.88,63510.89,60336.65,58927.72,64782.79,63449.17,1333.62,623.48,73.74,61854.57,4344.91,70544.4,53164.75,True,red,3,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-25,65376.01,66175.49,63456.7,65799.95,35126.43,62313.13,63944.19,63542.72,63600.65,60446.0,58996.1,64939.27,63623.3,1315.97,761.98,76.19,62313.13,4247.22,70807.58,53818.69,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-26,65799.95,68200.0,65722.63,67907.99,24244.36,62797.02,64321.7,63484.9,63769.57,60550.79,59084.78,65396.0,63940.68,1455.31,900.65,78.29,62797.02,4308.42,71413.87,54180.18,True,green,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-27,67908.0,69399.99,66650.0,67896.5,31710.22,63398.96,64662.15,63455.72,63931.41,60659.72,59172.46,65780.69,64233.71,1546.98,1029.91,76.49,63398.96,4124.97,71648.91,55149.01,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-28,67896.49,68318.43,67066.66,68249.88,10868.69,63975.72,65003.84,63434.5,64100.76,60767.7,59262.78,66160.57,64531.2,1629.36,1149.8,74.57,63975.72,3943.62,71862.97,56088.48,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-29,68249.88,70079.99,66428.0,66784.69,36467.3,64412.46,65173.45,63377.24,64206.01,60869.93,59337.63,66256.58,64698.13,1558.46,1231.53,58.11,64412.46,3730.76,71873.97,56950.95,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-30,66784.68,67000.0,65302.67,66188.0,23132.25,64835.56,65270.07,63310.2,64283.74,60986.95,59405.79,66246.03,64808.49,1437.55,1272.74,54.41,64835.56,3397.47,71630.51,58040.62,True,red,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-07-31,66188.0,66849.24,64530.0,64628.0,22625.44,65199.97,65208.92,63256.47,64297.24,61095.85,59457.75,65997.11,64795.12,1201.99,1258.59,51.99,65199.97,2906.58,71013.13,59386.81,True,red,3,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-01,64628.01,65659.78,62302.0,65354.02,35542.27,65573.22,65222.74,63198.27,64338.68,61213.96,59516.42,65898.17,64836.52,1061.65,1219.2,54.81,65573.22,2343.01,70259.24,60887.19,True,green,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-02,65354.02,65596.14,61230.01,61498.33,38820.43,65687.93,64868.03,63092.78,64227.29,61308.9,59536.14,65221.27,64589.25,632.03,1101.76,33.24,65687.93,2052.97,69793.88,61581.99,True,red,1,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-03,61498.34,62198.22,59850.0,60697.99,28034.72,65682.94,64470.89,62985.86,64088.89,61396.7,59547.7,64525.38,64301.0,224.38,926.29,29.5,65682.94,2065.58,69814.1,61551.77,False,red,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-04,60697.99,61117.63,57122.77,58161.0,31616.52,65354.78,63869.95,62824.51,63856.42,61473.62,59533.9,63546.25,63846.19,-299.94,681.04,20.96,65354.78,2661.35,70677.47,60032.09,False,red,3,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-05,58161.0,58305.59,49000.0,54018.81,162065.59,64803.52,62931.74,62571.35,63470.64,61537.08,59479.03,62080.49,63118.24,-1037.75,337.28,17.42,64803.52,3677.12,72157.75,57449.29,False,red,4,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-06,54018.82,57040.99,53950.0,56022.01,55884.78,64400.22,62273.67,62361.71,63178.53,61608.89,59444.63,61148.41,62592.59,-1444.18,-19.01,26.56,64400.22,4169.14,72738.49,56061.95,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-07,56022.0,57736.05,54558.62,55134.16,44269.38,63957.53,61593.72,62160.88,62863.07,61676.08,59401.74,60223.14,62040.11,-1816.97,-378.6,26.15,63957.53,4656.76,73271.05,54644.01,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-08,55133.76,62745.14,54730.0,61685.99,48349.53,63708.83,61602.51,62095.11,62816.91,61776.61,59424.47,60448.2,62013.88,-1565.68,-616.02,42.55,63708.83,4637.62,72984.06,54433.6,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-09,61686.0,61744.37,59535.0,60837.99,30972.48,63393.73,61529.7,62014.47,62739.3,61882.96,59438.53,60508.16,61926.78,-1418.61,-776.54,36.58,63393.73,4606.21,72606.15,54181.32,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-10,60837.99,61470.58,60242.0,60923.51,9995.21,63031.64,61471.96,61950.07,62668.09,61988.09,59453.31,60572.06,61852.46,-1280.4,-877.31,36.8,63031.64,4494.66,72020.96,54042.33,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-11,60923.51,61858.0,58286.73,58712.59,19189.85,62590.67,61209.17,61839.08,62512.98,62081.23,59445.94,60285.99,61619.88,-1333.89,-968.62,33.13,62590.67,4462.41,71515.49,53665.85,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-12,58712.59,60711.09,57642.21,59346.64,37009.92,62261.2,61031.78,61761.82,62388.81,62178.16,59444.95,60141.48,61451.49,-1310.02,-1036.9,36.45,62261.2,4445.64,71152.48,53369.92,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-13,59346.64,61578.1,58392.88,60587.15,27858.96,62021.76,60989.44,61767.69,62318.15,62271.98,59456.32,60210.04,61387.47,-1177.42,-1065.01,40.03,62021.76,4397.75,70817.26,53226.26,False,green,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-14,60587.16,61800.0,58433.18,58683.39,28422.76,61665.93,60769.81,61705.24,62175.61,62354.79,59448.62,59975.17,61187.16,-1211.99,-1094.4,39.54,61665.93,4363.74,70393.41,52938.46,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-15,58683.39,59849.38,56078.54,57541.06,37686.18,61147.59,60462.31,61638.76,61993.87,62432.34,59429.64,59600.69,60917.08,-1316.39,-1138.8,36.46,61147.59,4195.73,69539.05,52756.12,False,red,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-16,57541.05,59817.76,57098.62,58874.6,27610.84,60696.49,60311.1,61582.13,61871.54,62510.2,59424.12,59488.99,60765.79,-1276.8,-1166.4,45.02,60696.49,3907.0,68510.49,52882.49,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-17,58874.59,59700.0,58785.05,59491.99,7721.73,60258.6,60233.09,61563.41,61778.23,62592.95,59424.8,59489.45,60671.43,-1181.98,-1169.52,47.69,60258.6,3483.73,67226.05,53291.14,False,green,2,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-18,59491.99,60284.99,58408.92,58427.35,13634.86,59840.73,60061.12,61512.22,61646.82,62672.19,59414.87,59326.05,60505.2,-1179.15,-1171.45,50.54,59840.73,3144.43,66129.6,53551.86,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-19,58427.35,59617.63,57787.3,59438.5,22809.31,59503.25,60001.82,61445.55,61560.22,62753.97,59415.11,59343.35,60426.19,-1082.84,-1153.72,62.58,59503.25,2766.89,65037.04,53969.47,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-20,59438.5,61400.0,58548.23,59013.8,31477.45,59222.54,59907.72,61367.83,61460.36,62833.04,59411.11,59292.65,60321.57,-1028.92,-1128.76,57.5,59222.54,2490.6,64203.74,54241.35,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-21,59013.8,61820.93,58783.47,61156.03,27983.64,59012.64,60026.61,61348.24,61448.42,62923.76,59428.48,59579.32,60383.38,-804.06,-1063.82,64.2,59012.64,2091.6,63195.84,54829.45,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-22,61156.03,61400.0,59724.87,60375.84,21241.21,58956.52,60059.87,61351.58,61406.36,63012.73,59437.9,59701.86,60382.82,-680.96,-987.25,45.76,58956.52,2035.7,63027.92,54885.12,False,red,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-23,60375.83,64955.0,60342.14,64037.24,38118.07,59123.48,60438.67,61491.33,61509.53,63119.37,59483.67,60368.84,60653.52,-284.67,-846.73,58.76,59123.48,2305.15,63733.79,54513.18,True,green,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-24,64037.24,64494.5,63531.0,64157.01,15857.16,59423.28,60792.79,61641.89,61613.36,63224.66,59530.17,60951.64,60913.04,38.6,-669.67,58.84,59423.28,2550.27,64523.82,54322.75,True,green,2,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-25,64157.02,65000.0,63773.27,64220.0,12305.48,59933.34,61119.19,61761.69,61715.58,63324.01,59576.83,61454.46,61158.0,296.47,-476.44,67.06,59933.34,2429.75,64792.85,55073.84,True,green,3,uptrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-26,64219.99,64481.0,62800.0,62834.0,19470.05,60273.94,61282.51,61901.22,61759.44,63411.74,59609.24,61666.7,61282.14,384.56,-304.24,60.32,60273.94,2327.92,64929.79,55618.09,False,red,1,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-27,62834.0,63212.0,58034.01,59415.0,35135.94,60487.98,61104.65,61955.22,61667.5,63473.15,59607.31,61320.29,61143.84,176.45,-208.1,46.93,60487.98,2004.86,64497.7,56478.27,False,red,2,sideways,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-28,59415.0,60234.98,57860.0,59034.9,36868.54,60355.43,60907.53,61974.92,61564.26,63529.57,59601.61,60968.69,60987.62,-18.93,-170.27,51.0,60355.43,2009.12,64373.66,56337.2,False,red,3,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
2024-08-29,59034.9,61166.99,58713.09,59359.01,27020.91,60281.48,60760.05,62007.58,61477.78,63584.86,59599.2,60721.04,60866.98,-145.94,-165.4,55.43,60281.48,2017.62,64316.72,56246.24,False,green,1,downtrend,binance,BTC/USDT,1d,2025-08-16 19:37:35.361413
