date,open,high,low,close,volume,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,ema_12,ema_26,macd,macd_signal,rsi,bb_middle,bb_std,bb_upper,bb_lower,exchange,pair,timeframe,date_downloaded
2020-03-23 00:00:00,5816.05,5990.0,5688.0,5955.36,22061.61,6200.7,6041.86,5658.99,6031.07,7872.77,7361.87,6065.97,6007.51,58.46,125.79,40.29,6200.7,199.27,6599.23,5802.16,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-23 04:00:00,5955.21,5993.24,5845.0,5855.59,11148.77,6185.36,6024.12,5672.66,6024.19,7851.83,7346.88,6033.61,5996.26,37.35,108.1,36.16,6185.36,213.66,6612.68,5758.04,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-23 08:00:00,5855.0,5930.0,5728.99,5843.29,17727.13,6169.7,6006.9,5685.96,6017.09,7830.22,7331.92,6004.33,5984.93,19.4,90.36,32.72,6169.7,226.95,6623.61,5715.8,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-23 12:00:00,5842.14,6600.0,5841.73,6231.74,68283.64,6165.37,6028.31,5705.15,6025.51,7810.63,7320.98,6039.31,6003.21,36.1,79.51,52.69,6165.37,224.78,6614.93,5715.81,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-23 16:00:00,6230.41,6379.0,6225.36,6266.28,22129.72,6145.69,6050.97,5721.87,6034.95,7791.67,7310.48,6074.23,6022.7,51.53,73.91,54.91,6145.69,194.36,6534.42,5756.96,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-23 20:00:00,6266.27,6509.03,6260.5,6467.31,23323.34,6138.32,6090.63,5744.73,6051.91,7773.26,7302.09,6134.7,6055.63,79.07,74.95,57.93,6138.32,177.73,6493.79,5782.85,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-24 00:00:00,6465.25,6666.0,6464.0,6522.52,27822.68,6155.07,6131.76,5768.93,6070.36,7755.17,7294.33,6194.37,6090.22,104.15,80.79,59.22,6155.07,197.32,6549.71,5760.43,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-24 04:00:00,6522.51,6618.0,6371.33,6566.06,19080.02,6172.95,6173.12,5793.03,6089.8,7740.04,7287.09,6251.55,6125.46,126.09,89.85,61.32,6172.95,217.58,6608.1,5737.8,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-24 08:00:00,6563.82,6833.0,6563.58,6731.0,34710.88,6196.13,6226.25,5822.18,6114.95,7725.83,7281.55,6325.31,6170.32,155.0,102.88,61.32,6196.13,250.39,6696.9,5695.35,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-24 12:00:00,6733.16,6765.0,6461.01,6587.52,33379.46,6217.95,6260.66,5858.22,6133.48,7710.73,7274.65,6365.65,6201.22,164.43,115.19,58.49,6217.95,264.86,6747.66,5688.23,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-24 16:00:00,6587.63,6739.17,6510.01,6697.39,20874.55,6246.88,6302.25,5900.85,6155.59,7696.39,7268.9,6416.69,6237.97,178.71,127.89,65.72,6246.88,284.34,6815.56,5678.2,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-24 20:00:00,6697.39,6792.15,6610.69,6744.72,15270.41,6273.51,6344.39,5932.72,6178.7,7682.25,7263.69,6467.16,6275.51,191.64,140.64,69.67,6273.51,305.09,6883.7,5663.32,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-25 00:00:00,6744.69,6746.7,6524.16,6557.75,17042.84,6290.59,6364.71,5965.09,6193.56,7667.28,7256.66,6481.09,6296.42,184.68,149.45,68.78,6290.59,311.22,6913.02,5668.15,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-25 04:00:00,6557.76,6720.0,6530.98,6675.21,12406.07,6315.0,6394.28,5998.02,6212.45,7652.67,7250.88,6510.96,6324.48,186.48,156.86,74.63,6315.0,321.63,6958.27,5671.73,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-25 08:00:00,6676.93,6957.96,6450.0,6521.36,45370.62,6323.47,6406.39,6022.22,6224.56,7636.74,7243.62,6512.56,6339.06,173.5,160.18,66.09,6323.47,324.87,6973.22,5673.72,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-25 12:00:00,6522.0,6799.0,6500.0,6617.27,30706.3,6339.86,6426.47,6047.69,6239.96,7621.46,7237.39,6528.67,6359.67,169.0,161.95,71.7,6339.86,331.27,7002.41,5677.32,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-25 16:00:00,6617.19,6705.96,6575.0,6622.38,14683.35,6363.31,6445.13,6074.79,6254.96,7606.09,7231.27,6543.08,6379.13,163.96,162.35,72.29,6363.31,333.97,7031.25,5695.36,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-25 20:00:00,6622.1,6705.0,6552.0,6677.43,11946.56,6393.37,6467.25,6101.08,6271.53,7590.87,7225.76,6563.75,6401.23,162.53,162.38,65.76,6393.37,333.83,7061.02,5725.72,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-26 00:00:00,6677.42,6780.0,6652.76,6725.65,13745.55,6434.1,6491.86,6128.09,6289.34,7576.09,7220.78,6588.66,6425.26,163.4,162.59,66.08,6434.1,321.34,7076.78,5791.42,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-26 04:00:00,6726.05,6761.79,6554.21,6589.92,13295.74,6472.79,6501.2,6153.63,6301.12,7560.65,7214.5,6588.85,6437.45,151.4,160.35,54.5,6472.79,287.86,7048.52,5897.06,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-26 08:00:00,6591.91,6669.42,6570.05,6603.31,11805.77,6505.18,6510.92,6177.82,6312.98,7545.34,7208.42,6591.08,6449.74,141.34,156.55,53.06,6505.18,261.85,7028.89,5981.48,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-26 12:00:00,6603.41,6688.0,6510.0,6617.04,18918.02,6543.26,6521.03,6207.18,6324.9,7530.47,7202.54,6595.07,6462.13,132.94,151.83,51.97,6543.26,213.28,6969.83,6116.69,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-26 16:00:00,6617.91,6680.0,6592.23,6657.93,10915.52,6583.99,6534.07,6237.53,6337.96,7515.59,7197.12,6604.74,6476.64,128.11,147.08,46.87,6583.99,136.56,6857.11,6310.87,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-26 20:00:00,6658.01,6765.0,6650.0,6737.36,14345.95,6609.27,6553.43,6265.7,6353.62,7501.12,7192.54,6625.15,6495.95,129.2,143.51,56.79,6609.27,112.62,6834.52,6384.03,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-27 00:00:00,6737.27,6842.59,6735.36,6793.0,13552.09,6635.61,6576.25,6294.99,6370.85,7486.75,7188.57,6650.97,6517.95,133.02,141.41,54.56,6635.61,86.83,6809.26,6461.96,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-27 04:00:00,6793.0,6826.84,6620.0,6699.92,14739.63,6647.24,6588.02,6321.13,6383.76,7472.0,7183.71,6658.5,6531.43,127.07,138.54,47.95,6647.24,78.25,6803.74,6490.73,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-27 08:00:00,6699.91,6703.81,6599.61,6620.58,13209.92,6652.14,6591.13,6347.8,6393.04,7456.17,7178.1,6652.67,6538.04,114.63,133.76,53.18,6652.14,72.92,6797.97,6506.31,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-27 12:00:00,6620.59,6666.04,6573.41,6622.86,14321.32,6654.98,6594.15,6371.98,6402.06,7439.88,7172.58,6648.08,6544.32,103.76,127.76,47.0,6654.98,70.45,6795.88,6514.08,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-27 16:00:00,6622.87,6687.3,6591.06,6657.02,10980.5,6651.28,6600.14,6392.68,6412.06,7424.03,7167.45,6649.46,6552.67,96.79,121.57,59.02,6651.28,68.15,6787.59,6514.97,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-27 20:00:00,6656.63,6700.0,6261.0,6359.11,16111.51,6639.86,6577.18,6401.96,6409.98,7406.52,7159.41,6604.79,6538.33,66.46,110.54,36.47,6639.86,93.74,6827.33,6452.39,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-28 00:00:00,6359.11,6360.0,6068.88,6116.92,27351.53,6610.84,6533.35,6399.99,6398.49,7387.75,7149.03,6529.73,6507.11,22.62,92.96,28.78,6610.84,148.72,6908.28,6313.39,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-28 04:00:00,6116.88,6203.47,6095.0,6184.31,12987.93,6582.82,6500.1,6400.43,6390.09,7368.98,7139.43,6476.59,6483.2,-6.61,73.04,29.51,6582.82,172.98,6928.79,6236.85,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-28 08:00:00,6184.31,6319.86,6165.0,6236.78,13401.53,6566.77,6475.03,6402.03,6384.08,7351.4,7130.45,6439.7,6464.95,-25.25,53.38,29.76,6566.77,189.53,6945.83,6187.71,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-28 12:00:00,6237.01,6274.12,6155.39,6215.0,9464.12,6543.76,6450.26,6399.97,6377.44,7333.71,7121.34,6405.13,6446.43,-41.31,34.45,32.86,6543.76,203.12,6950.0,6137.52,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-28 16:00:00,6215.0,6249.71,6024.0,6210.77,20569.31,6528.23,6427.45,6390.98,6370.91,7315.71,7112.28,6375.23,6428.98,-53.75,16.81,31.9,6528.23,216.36,6960.96,6095.5,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-28 20:00:00,6210.5,6295.0,6167.7,6236.65,9385.27,6509.2,6409.28,6383.42,6365.64,7298.37,7103.57,6353.91,6414.73,-60.82,1.28,32.66,6509.2,224.7,6958.6,6059.8,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-29 00:00:00,6236.65,6266.0,6177.78,6202.95,4799.95,6488.23,6389.63,6383.73,6359.26,7281.38,7094.61,6330.68,6399.04,-68.36,-12.65,29.12,6488.23,233.0,6954.22,6022.23,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-29 04:00:00,6203.93,6213.5,6116.0,6153.9,5333.49,6462.05,6367.18,6382.64,6351.21,7263.87,7085.25,6303.49,6380.88,-77.4,-25.6,22.45,6462.05,239.93,6941.91,5982.19,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-29 08:00:00,6153.6,6210.0,6082.6,6138.35,11677.78,6432.68,6345.39,6380.06,6342.86,7246.67,7075.83,6278.08,6362.92,-84.84,-37.45,17.88,6432.68,241.9,6916.49,5948.88,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-29 12:00:00,6138.36,6155.0,6067.6,6129.79,8929.53,6409.68,6324.85,6379.63,6334.51,7229.72,7066.41,6255.27,6345.65,-90.38,-48.03,19.5,6409.68,247.96,6905.61,5913.75,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-29 16:00:00,6129.91,6164.94,5885.47,5905.29,19754.14,6374.78,6284.9,6375.36,6317.67,7211.11,7054.86,6201.42,6313.03,-111.61,-60.75,16.87,6374.78,267.62,6910.02,5839.54,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-29 20:00:00,5906.39,5963.93,5866.56,5881.42,12816.74,6338.0,6246.47,6368.75,6300.57,7193.53,7043.18,6152.19,6281.06,-128.87,-74.37,16.34,6338.0,282.7,6903.39,5772.6,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-30 00:00:00,5880.5,6028.83,5857.76,6009.09,13290.62,6305.55,6223.86,6364.61,6289.14,7176.77,7032.89,6130.18,6260.91,-130.74,-85.65,22.88,6305.55,281.28,6868.11,5743.0,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-30 04:00:00,6009.28,6330.01,5991.04,6242.69,26651.88,6280.82,6225.65,6365.72,6287.31,7161.41,7025.03,6147.49,6259.56,-112.08,-90.93,44.85,6280.82,262.43,6805.67,5755.97,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-30 08:00:00,6242.69,6395.0,6230.24,6355.56,19430.92,6258.95,6238.03,6365.79,6289.99,7147.33,7018.37,6179.5,6266.67,-87.18,-90.18,61.92,6258.95,234.2,6727.35,5790.54,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-30 12:00:00,6355.55,6444.0,6260.62,6343.58,22138.8,6241.13,6248.08,6366.88,6292.09,7133.31,7011.66,6204.74,6272.37,-67.63,-85.67,58.42,6241.13,211.33,6663.79,5818.48,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-30 16:00:00,6343.9,6402.41,6303.34,6366.74,12005.91,6228.44,6259.38,6371.14,6295.02,7119.35,7005.24,6229.66,6279.36,-49.7,-78.48,57.09,6228.44,194.27,6616.99,5839.89,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-30 20:00:00,6366.5,6599.0,6363.78,6394.38,25371.42,6217.02,6272.24,6377.51,6298.92,7106.35,6999.16,6255.0,6287.88,-32.88,-69.36,59.73,6217.02,175.69,6568.39,5865.64,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-31 00:00:00,6394.45,6523.23,6380.0,6439.47,12181.87,6206.14,6288.16,6388.07,6304.43,7094.39,6993.59,6283.38,6299.11,-15.73,-58.63,61.87,6206.14,152.17,6510.48,5901.79,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-31 04:00:00,6439.47,6473.68,6378.0,6445.09,11164.18,6210.44,6303.11,6400.65,6309.94,7082.69,6988.13,6308.26,6309.92,-1.66,-47.24,61.05,6210.44,157.83,6526.1,5894.77,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-31 08:00:00,6445.11,6505.5,6330.01,6387.19,14864.83,6223.95,6311.12,6409.29,6312.97,7070.93,6982.15,6320.4,6315.65,4.76,-36.84,59.53,6223.95,160.94,6545.83,5902.07,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-31 12:00:00,6387.73,6500.0,6321.4,6454.12,16045.92,6237.44,6324.74,6421.26,6318.51,7059.13,6976.9,6340.98,6325.9,15.07,-26.46,65.24,6237.44,168.57,6574.58,5900.3,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-31 16:00:00,6454.12,6486.6,6401.0,6463.47,9987.72,6248.78,6337.95,6433.66,6324.19,7047.42,6971.79,6359.82,6336.09,23.73,-16.42,66.61,6248.78,175.98,6600.74,5896.81,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-03-31 20:00:00,6465.32,6494.9,6386.89,6410.44,8093.09,6258.55,6344.85,6437.24,6327.58,7035.24,6966.21,6367.61,6341.6,26.01,-7.93,63.71,6258.55,179.4,6617.35,5899.74,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-01 00:00:00,6412.14,6426.52,6239.34,6368.68,16090.23,6266.44,6347.12,6439.28,6329.19,7022.51,6960.26,6367.77,6343.61,24.17,-1.51,77.57,6266.44,180.66,6627.76,5905.12,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-01 04:00:00,6368.74,6376.28,6271.14,6331.96,9598.49,6271.21,6345.68,6436.58,6329.3,7010.05,6954.01,6362.26,6342.74,19.52,2.69,76.4,6271.21,181.09,6633.39,5909.03,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-01 08:00:00,6330.87,6330.87,6257.32,6296.87,9145.24,6275.9,6341.03,6432.06,6328.02,6997.35,6947.47,6352.2,6339.35,12.86,4.73,68.91,6275.9,180.44,6636.79,5915.02,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-01 12:00:00,6297.0,6340.81,6170.0,6230.09,16839.38,6279.71,6330.46,6425.35,6324.18,6984.85,6940.33,6333.42,6331.25,2.16,4.21,48.94,6279.71,178.52,6636.76,5922.66,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-01 16:00:00,6230.01,6230.01,6150.11,6200.81,11242.57,6282.84,6318.12,6414.74,6319.35,6972.93,6932.97,6313.02,6321.59,-8.58,1.66,34.84,6282.84,176.46,6635.75,5929.92,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-01 20:00:00,6200.11,6679.94,6193.1,6642.92,34584.84,6308.49,6349.05,6415.85,6332.04,6962.56,6930.09,6363.77,6345.39,18.38,5.0,65.91,6308.49,189.83,6688.15,5928.83,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-02 00:00:00,6643.36,6744.0,6551.0,6606.05,18913.09,6343.53,6373.53,6414.02,6342.78,6952.71,6926.86,6401.04,6364.7,36.34,11.27,62.54,6343.53,175.63,6694.79,5992.27,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-02 04:00:00,6606.05,6679.79,6565.0,6644.0,10475.34,6381.66,6399.29,6412.01,6354.59,6942.46,6924.05,6438.42,6385.39,53.03,19.62,62.94,6381.66,151.09,6683.84,6079.48,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-02 08:00:00,6643.99,6720.0,6602.58,6690.6,13134.74,6415.74,6427.03,6414.67,6367.77,6932.34,6921.73,6477.22,6408.0,69.22,29.54,63.0,6415.74,139.01,6693.76,6137.71,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-02 12:00:00,6690.6,6831.59,6620.34,6805.0,25457.41,6443.85,6463.03,6417.26,6384.92,6922.64,6920.56,6527.65,6437.41,90.24,41.68,66.74,6443.85,157.77,6759.39,6128.31,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-02 16:00:00,6805.0,7198.0,6723.0,6803.25,62146.16,6466.24,6495.43,6422.9,6401.32,6913.17,6919.4,6570.05,6464.51,105.54,54.45,70.42,6466.24,175.36,6816.96,6115.51,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-02 20:00:00,6801.41,6867.97,6651.0,6794.09,19173.16,6488.76,6523.87,6426.44,6416.72,6903.89,6918.15,6604.52,6488.92,115.6,66.68,67.69,6488.76,187.3,6863.37,6114.15,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-03 00:00:00,6793.86,6829.61,6723.12,6782.44,9243.13,6509.55,6548.5,6429.64,6431.07,6894.44,6916.8,6631.89,6510.66,121.23,77.59,66.56,6509.55,195.92,6901.38,6117.71,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-03 04:00:00,6782.44,6955.0,6746.16,6931.46,13494.49,6536.4,6584.97,6434.72,6450.69,6886.48,6916.95,6677.98,6541.83,136.14,89.3,74.6,6536.4,215.16,6966.73,6106.07,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-03 08:00:00,6931.74,7048.0,6867.0,7004.42,21811.04,6564.65,6624.92,6440.29,6472.4,6878.4,6917.82,6728.2,6576.1,152.1,101.86,79.15,6564.65,237.68,7040.0,6089.3,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-03 12:00:00,7004.94,7013.87,6672.1,6711.9,30758.8,6577.99,6633.2,6442.73,6481.8,6869.26,6915.77,6725.69,6586.16,139.53,109.4,64.11,6577.99,238.1,7054.19,6101.79,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-03 16:00:00,6713.34,6810.24,6602.1,6768.15,19427.98,6597.04,6646.05,6446.03,6493.03,6859.86,6914.3,6732.22,6599.64,132.59,114.03,67.23,6597.04,237.27,7071.57,6122.5,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-03 20:00:00,6768.14,6813.0,6667.33,6734.1,9344.84,6611.03,6654.44,6448.37,6502.48,6850.74,6912.5,6732.51,6609.6,122.91,115.81,68.88,6611.03,236.65,7084.34,6137.73,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-04 00:00:00,6732.97,6802.94,6666.44,6696.19,7490.87,6622.67,6658.42,6449.14,6510.08,6841.51,6910.35,6726.92,6616.01,110.91,114.83,68.44,6622.67,234.73,7092.13,6153.21,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-04 04:00:00,6696.51,6766.83,6685.2,6729.54,5309.42,6638.63,6665.19,6448.98,6518.68,6832.5,6908.55,6727.33,6624.42,102.9,112.45,54.63,6638.63,230.35,7099.32,6177.93,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-04 08:00:00,6729.54,6900.0,6650.01,6697.01,20030.11,6655.04,6668.22,6447.06,6525.68,6822.97,6906.45,6722.66,6629.8,92.86,108.53,54.89,6655.04,221.63,7098.3,6211.78,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-04 12:00:00,6696.68,6764.94,6665.0,6730.01,10427.42,6674.94,6674.11,6447.66,6533.69,6813.49,6904.69,6723.79,6637.22,86.57,104.14,54.65,6674.94,208.58,7092.1,6257.79,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-04 16:00:00,6730.01,6807.0,6711.76,6747.35,9802.46,6697.47,6681.08,6450.2,6542.07,6803.44,6903.13,6727.42,6645.38,82.04,99.72,53.17,6697.47,189.01,7075.48,6319.45,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-04 20:00:00,6747.35,6990.41,6730.0,6856.99,19930.58,6728.81,6697.83,6454.88,6554.42,6793.58,6902.67,6747.35,6661.05,86.3,97.03,52.92,6728.81,156.63,7042.07,6415.56,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-05 00:00:00,6857.41,6895.54,6788.1,6797.03,7206.08,6758.62,6707.28,6457.68,6563.93,6783.15,6901.62,6754.99,6671.13,83.87,94.4,49.67,6758.62,95.75,6950.13,6567.12,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-05 04:00:00,6797.37,6840.0,6744.0,6773.22,7226.93,6765.14,6713.56,6465.96,6572.14,6772.44,6900.34,6757.8,6678.69,79.11,91.34,48.92,6765.14,91.82,6948.77,6581.51,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-05 08:00:00,6773.56,6843.59,6745.87,6776.6,8132.18,6773.67,6719.56,6479.16,6580.16,6761.99,6899.11,6760.69,6685.94,74.75,88.02,49.69,6773.67,83.84,6941.34,6605.99,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-05 12:00:00,6777.11,6822.52,6758.0,6784.74,6323.33,6780.7,6725.77,6491.16,6588.18,6752.13,6897.97,6764.39,6693.26,71.13,84.64,41.0,6780.7,78.09,6936.88,6624.53,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-05 16:00:00,6783.64,6840.0,6677.52,6792.99,12974.96,6785.82,6732.17,6502.29,6596.21,6741.8,6896.93,6768.79,6700.65,68.14,81.34,35.91,6785.82,75.17,6936.17,6635.48,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-05 20:00:00,6792.39,6810.0,6721.58,6772.78,7821.88,6784.21,6736.04,6513.44,6603.14,6731.9,6895.69,6769.4,6705.99,63.41,77.76,56.37,6784.21,75.09,6934.39,6634.04,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-06 00:00:00,6772.78,6888.0,6765.0,6843.82,11597.4,6786.24,6746.31,6526.1,6612.57,6722.55,6895.17,6780.85,6716.2,64.65,75.14,57.68,6786.24,76.17,6938.58,6633.91,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-06 04:00:00,6843.83,7100.39,6843.83,7031.54,27475.34,6798.11,6773.47,6542.0,6629.0,6713.91,6896.53,6819.42,6739.56,79.86,76.08,73.01,6798.11,93.9,6985.91,6610.32,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-06 08:00:00,7030.48,7148.0,7010.0,7099.0,18295.08,6813.94,6804.47,6559.92,6647.44,6705.45,6898.55,6862.43,6766.18,96.25,80.12,79.8,6813.94,115.35,7044.64,6583.25,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-06 12:00:00,7099.01,7163.0,7030.02,7143.0,18590.3,6824.52,6836.71,6579.71,6666.87,6697.09,6900.98,6905.6,6794.1,111.5,86.39,80.11,6824.52,134.76,7094.03,6555.01,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-06 16:00:00,7142.99,7309.0,7080.0,7265.86,26525.91,6837.59,6877.59,6602.26,6690.36,6689.83,6904.61,6961.02,6829.04,131.98,95.51,86.61,6837.59,162.87,7163.34,6511.84,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-06 20:00:00,7265.86,7355.14,7183.66,7329.9,15567.97,6868.49,6920.66,6626.26,6715.44,6682.98,6908.84,7017.77,6866.14,151.63,106.73,87.13,6868.49,193.51,7255.52,6481.46,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-07 00:00:00,7329.9,7454.0,7254.79,7322.07,21904.65,6896.19,6958.89,6654.59,6739.23,6675.89,6912.95,7064.59,6899.91,164.67,118.32,85.99,6896.19,216.65,7329.49,6462.88,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-07 04:00:00,7322.08,7388.0,7226.07,7378.08,14375.84,6928.39,6998.81,6684.53,6764.28,6669.03,6917.58,7112.82,6935.33,177.48,130.15,84.99,6928.39,238.09,7404.56,6452.21,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-07 08:00:00,7377.26,7440.0,7318.12,7381.01,14932.8,6962.63,7035.21,6711.96,6788.47,6661.58,6922.19,7154.08,6968.35,185.73,141.27,92.46,6962.63,251.79,7466.2,6459.05,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-07 12:00:00,7381.03,7459.69,7260.0,7318.04,20538.9,6992.05,7062.15,6733.47,6809.24,6653.7,6926.13,7179.3,6994.25,185.05,150.03,87.48,6992.05,257.44,7506.93,6477.18,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-07 16:00:00,7318.3,7388.04,7280.12,7287.55,11100.66,7021.58,7083.62,6752.11,6827.99,6644.63,6929.73,7195.96,7015.98,179.98,156.02,83.88,7021.58,255.68,7532.93,6510.22,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-07 20:00:00,7287.62,7293.29,7077.0,7197.32,20732.32,7044.94,7094.45,6769.19,6842.48,6635.19,6932.39,7196.17,7029.41,166.76,158.16,74.67,7044.94,248.89,7542.73,6547.16,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-08 00:00:00,7197.32,7388.0,7150.0,7353.41,14803.95,7075.25,7119.11,6788.92,6862.51,6626.2,6936.58,7220.36,7053.41,166.95,159.92,78.48,7075.25,247.64,7570.54,6579.96,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-08 04:00:00,7352.7,7420.0,7282.0,7321.85,13083.96,7098.49,7138.42,6807.47,6880.53,6617.54,6940.41,7235.97,7073.29,162.68,160.47,77.59,7098.49,247.9,7594.28,6602.7,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
2020-04-08 08:00:00,7320.76,7342.91,7216.23,7292.92,13288.81,7123.29,7153.13,6824.54,6896.7,6608.84,6943.92,7244.73,7089.56,155.17,159.41,73.56,7123.29,240.86,7605.0,6641.57,binance,BTC/USDT,4h,2025-04-07 18:58:42.588614
