Period Start,Period End,Initial balance ($),Final balance ($),Performance (%),Hodl performance (%),Performance / Hodl (%),Total trades,Time in position (%),Win rate (%),Max drawdown (trades) (%),Max drawdown (equity) (%),Profit factor,Return / Max drawdown,Sharpe ratio,Sortino ratio,Calmar ratio,Average net PnL (%),Average trades/day,Average trade duration,Best trade (%),Best trade open,Best trade close,Worst trade (%),Worst trade open,Worst trade close,Total winning trades,Total losing trades,Avg PnL win trades (%),Avg PnL lose trades (%),Mean win trade duration,Mean lose trade duration,Max win streak,Max lose streak,Total fees,Biggest fee,Average fee,Open reason: Open long 1,Open reason: Open short 1,Open reason: Open long 2,Close reason: Exit long,Close reason: Exit short
2025-01-01 00:00:00,2025-04-04 00:00:00,1000.0,1091.97,9.2,-11.31,23.13,7,21.51,85.71,-0.06,-2.71,136.69,3.39,3.4,3.76,12.94,3.96,0.074,2 days 20:34:17.142857142,7.35,2025-03-03 00:00:00,2025-03-04 00:00:00,-0.1,2025-02-25 00:00:00,2025-03-02 00:00:00,6,1,4.63,-0.1,2 days 12:00:00,5 days 00:00:00,4,1,2.19,0.53,0.31,3,3,1,4,3
2025-01-01 00:00:00,2025-04-05 00:00:00,1000.0,1091.97,9.2,-11.69,23.65,7,21.28,85.71,-0.06,-2.71,136.69,3.39,3.38,3.72,12.8,3.96,0.074,2 days 20:34:17.142857142,7.35,2025-03-03 00:00:00,2025-03-04 00:00:00,-0.1,2025-02-25 00:00:00,2025-03-02 00:00:00,6,1,4.63,-0.1,2 days 12:00:00,5 days 00:00:00,4,1,2.19,0.53,0.31,3,3,1,4,3
2025-01-01 00:00:00,2025-04-05 00:00:00,1000.0,1091.97,9.2,-11.69,23.65,7,21.28,85.71,-0.06,-2.71,136.69,3.39,3.38,3.72,12.8,3.96,0.074,2 days 20:34:17.142857142,7.35,2025-03-03 00:00:00,2025-03-04 00:00:00,-0.1,2025-02-25 00:00:00,2025-03-02 00:00:00,6,1,4.63,-0.1,2 days 12:00:00,5 days 00:00:00,4,1,2.19,0.53,0.31,3,3,1,4,3
2025-01-01 00:00:00,2025-04-05 00:00:00,1000.0,1091.97,9.2,-11.69,23.65,7,21.28,85.71,-0.06,-2.71,136.69,3.39,3.38,3.72,12.8,3.96,0.074,2 days 20:34:17.142857142,7.35,2025-03-03 00:00:00,2025-03-04 00:00:00,-0.1,2025-02-25 00:00:00,2025-03-02 00:00:00,6,1,4.63,-0.1,2 days 12:00:00,5 days 00:00:00,4,1,2.19,0.53,0.31,3,3,1,4,3
2025-01-01 00:00:00,2025-04-05 00:00:00,1000.0,1091.97,9.2,-11.69,23.65,7,21.28,85.71,-0.06,-2.71,136.69,3.39,3.38,3.72,12.8,3.96,0.074,2 days 20:34:17.142857142,7.35,2025-03-03 00:00:00,2025-03-04 00:00:00,-0.1,2025-02-25 00:00:00,2025-03-02 00:00:00,6,1,4.63,-0.1,2 days 12:00:00,5 days 00:00:00,4,1,2.19,0.53,0.31,3,3,1,4,3
2025-01-01 00:00:00,2025-04-05 00:00:00,1000.0,1091.97,9.2,-11.69,23.65,7,21.28,85.71,-0.06,-2.71,136.69,3.39,3.38,3.72,12.8,3.96,0.074,2 days 20:34:17.142857142,7.35,2025-03-03 00:00:00,2025-03-04 00:00:00,-0.1,2025-02-25 00:00:00,2025-03-02 00:00:00,6,1,4.63,-0.1,2 days 12:00:00,5 days 00:00:00,4,1,2.19,0.53,0.31,3,3,1,4,3
2025-01-01 00:00:00,2025-04-05 00:00:00,1000.0,1091.97,9.2,-11.69,23.65,7,21.28,85.71,-0.06,-2.71,136.69,3.39,3.38,3.72,12.8,3.96,0.074,2 days 20:34:17.142857142,7.35,2025-03-03 00:00:00,2025-03-04 00:00:00,-0.1,2025-02-25 00:00:00,2025-03-02 00:00:00,6,1,4.63,-0.1,2 days 12:00:00,5 days 00:00:00,4,1,2.19,0.53,0.31,3,3,1,4,3
2025-01-01 00:00:00,2025-04-05 00:00:00,1000.0,1091.97,9.2,-11.69,23.65,7,21.28,85.71,-0.06,-2.71,136.69,3.39,3.38,3.72,12.8,3.96,0.074,2 days 20:34:17.142857142,7.35,2025-03-03 00:00:00,2025-03-04 00:00:00,-0.1,2025-02-25 00:00:00,2025-03-02 00:00:00,6,1,4.63,-0.1,2 days 12:00:00,5 days 00:00:00,4,1,2.19,0.53,0.31,3,3,1,4,3
2025-01-01 00:00:00,2025-04-05 00:00:00,1000.0,1091.97,9.2,-11.69,23.65,7,21.28,85.71,-0.06,-2.71,136.69,3.39,3.38,3.72,12.8,3.96,0.074,2 days 20:34:17.142857142,7.35,2025-03-03 00:00:00,2025-03-04 00:00:00,-0.1,2025-02-25 00:00:00,2025-03-02 00:00:00,6,1,4.63,-0.1,2 days 12:00:00,5 days 00:00:00,4,1,2.19,0.53,0.31,3,3,1,4,3
